# Binned (from 5-pixel column-level) transit depths for mornings and evenings.
# These depths are at a resolution of 100. 
# 
#
# Original fits preformed with Tiberius to the Data Synthesis NIRSpec/PRISM dataset.
#
# Author: James Kirk (j.kirk22@imperial.ac.uk)
#
# Column 0:  Wavelength (um)
# Column 1:  Ingress depths (ppm): contact 1 to 2
# Column 2:  Error on ingress depths (ppm): contact 1 to 2
# Column 3:  Egress depths (ppm): contact 3 to 4
# Column 4:  Error on egress depths (ppm): contact 3 to 4
# Column 5:  Half-ingress depths (ppm): contact 1 to 1.5
# Column 6:  Error on half-ingress depths (ppm): contact 1 to 1.5
# Column 7:  Half-egress depths (ppm): contact 3.5 to 4
# Column 8:  Error on half-egress depths (ppm): contact 3.5 to 4
#
0.525680 21808.8 686.2 21513.3 677.3 21913.1 1864.3 24290.9 1586.4 
0.544010 22086.4 379.3 21229.8 380.7 19965.4 1035.7 18644.5 1005.7 
0.564354 21917.8 249.6 21518.6 247.3 20775.3 667.3 20793.4 623.4 
0.587072 21697.6 184.8 21599.2 178.0 21859.2 473.1 22178.5 448.1 
0.612620 21509.9 161.0 21291.2 158.1 21075.8 417.5 21547.4 394.0 
0.641567 21456.7 134.1 21055.8 130.6 21240.4 356.8 21106.1 333.6 
0.674616 21479.7 119.0 21066.0 115.0 21239.5 300.4 21119.7 287.0 
0.712653 21480.0 109.5 21023.3 109.5 21017.0 277.0 20971.9 258.6 
0.756773 21530.6 175.7 20922.9 172.5 21410.7 438.6 21310.4 420.5 
0.808285 21516.8 160.2 20772.0 153.1 21586.1 406.7 21322.8 384.3 
0.868663 21220.8 157.2 20744.7 151.0 20972.2 387.2 20508.1 365.7 
0.939383 21495.6 139.9 21171.2 133.9 21021.0 364.4 21821.7 328.4 
1.021575 21055.5 126.5 21076.9 120.2 20691.1 322.5 20580.6 313.0 
1.115491 21609.0 121.6 21145.1 120.0 21126.7 308.1 21354.8 287.1 
1.220071 21422.0 116.0 21202.1 112.6 20962.1 271.1 20876.0 268.4 
1.332922 21690.7 117.5 21564.5 112.4 21668.2 279.8 21531.4 269.3 
1.450895 21668.1 110.8 21586.6 111.5 21875.1 279.4 21471.2 264.2 
1.570903 21204.7 120.6 20931.0 118.8 20711.7 297.0 20958.2 288.7 
1.690500 21008.9 131.2 20942.3 126.6 21456.5 315.0 20907.2 304.1 
1.808045 21487.5 99.0 21547.8 97.3 21095.5 239.7 21732.0 223.5 
1.922588 21724.4 77.2 21671.8 75.8 21444.5 184.5 21695.2 183.0 
2.033666 21234.7 85.0 21275.5 78.1 21141.4 195.7 21410.3 190.1 
2.141128 21361.1 85.7 20940.6 84.0 21444.5 206.9 20839.9 199.2 
2.245005 21150.0 89.5 20775.3 86.0 21109.6 217.1 20757.1 209.0 
2.345426 21375.4 96.4 21280.5 98.8 21398.1 241.5 21134.6 224.2 
2.442567 21527.0 104.2 21525.8 100.3 21482.0 246.0 21412.3 240.7 
2.536623 21711.8 112.8 21877.8 112.6 21241.7 267.4 22223.4 248.7 
2.627792 21832.8 120.2 22287.7 114.4 21558.8 287.8 22192.8 256.5 
2.716264 22066.3 127.8 22204.5 119.5 22335.5 289.1 22532.8 278.3 
2.802219 22135.0 137.4 22299.0 132.5 22008.5 316.6 22714.3 293.0 
2.885823 21677.4 138.8 22267.3 137.4 21092.0 335.5 22120.9 320.4 
2.967230 21642.3 155.1 21870.6 147.5 21762.1 345.9 21987.8 327.4 
3.046580 21721.6 153.1 21759.4 154.8 21823.4 376.4 21981.8 346.9 
3.124003 21541.2 154.6 21852.5 155.5 21569.8 376.1 21665.6 353.6 
3.199614 21494.7 173.8 21431.3 159.6 20903.8 385.8 21863.9 374.5 
3.273521 21368.6 169.9 21335.1 167.4 21217.1 430.3 20856.7 392.1 
3.345823 21524.7 185.8 21187.0 173.5 21377.1 427.8 22267.8 389.0 
3.416608 21251.4 189.8 21356.9 180.3 20509.7 445.1 21326.5 422.3 
3.503013 21340.8 166.2 21192.8 157.4 21532.2 392.7 21303.7 365.0 
3.604033 21699.4 173.2 21435.7 166.8 21520.4 403.9 21210.4 390.7 
3.702260 21493.0 182.5 21016.5 175.9 21220.3 439.9 20865.6 409.9 
3.797892 21203.0 196.1 21084.7 186.7 21135.5 463.3 21558.9 433.1 
3.891108 21017.6 208.0 21025.0 199.1 21391.9 489.6 21859.8 462.1 
3.982067 21329.4 213.9 21291.1 210.7 21289.3 515.5 20819.1 496.4 
4.070911 21245.3 223.0 21444.3 218.5 20773.0 538.8 22045.6 517.4 
4.157768 21369.2 239.5 21340.8 233.0 20689.0 558.8 21293.2 538.3 
4.242756 22131.0 249.6 22398.1 243.9 22200.5 579.9 21912.4 553.2 
4.325978 22659.5 266.7 22986.9 256.5 22327.6 616.0 22634.7 576.5 
4.407532 22341.6 280.2 23346.7 274.1 22312.7 660.7 23666.3 607.1 
4.487505 21885.7 304.2 22521.6 290.0 20949.7 705.4 24023.2 650.7 
4.565977 22108.1 311.5 21817.8 308.0 21371.0 763.1 21410.2 686.9 
4.643022 21782.2 317.9 21562.1 313.9 20644.7 769.5 21233.5 733.9 
4.718708 21649.4 336.7 21657.6 329.0 20903.7 799.5 22637.9 741.9 
4.793097 21829.1 336.4 21984.6 337.3 20048.8 813.8 21430.5 773.6 
4.878285 21701.5 322.4 21649.0 306.7 21959.8 762.3 20752.7 720.2 
4.973734 21502.0 335.3 21913.2 324.3 21779.9 781.3 22013.9 732.5 
5.067207 20663.4 360.9 21965.5 346.6 19882.3 861.0 21749.6 787.9 
